year,round,race_name,circuit,driver,constructor,grid,position,points,status,laps
2018,5,Spanish Grand Prix,catalunya,vettel,ferrari,3,4,12.0,Finished,66
2018,5,Spanish Grand Prix,catalunya,ricciardo,red_bull,6,5,10.0,Finished,66
2018,5,Spanish Grand Prix,catalunya,kevin_magnussen,haas,7,6,8.0,+1 Lap,65
2018,5,Spanish Grand Prix,catalunya,sainz,renault,9,7,6.0,+1 Lap,65
2018,5,Spanish Grand Prix,catalunya,alonso,mclaren,8,8,4.0,+1 Lap,65
2018,5,Spanish Grand Prix,catalunya,perez,force_india,15,9,2.0,+2 Laps,64
2018,5,Spanish Grand Prix,catalunya,leclerc,sauber,14,10,1.0,+2 Laps,64
2018,5,Spanish Grand Prix,catalunya,stroll,williams,18,11,0.0,+2 Laps,64
2018,5,Spanish Grand Prix,catalunya,brendon_hartley,toro_rosso,20,12,0.0,+2 Laps,64
2018,5,Spanish Grand Prix,catalunya,ericsson,sauber,17,13,0.0,+2 Laps,64
2018,5,Spanish Grand Prix,catalunya,sirotkin,williams,19,14,0.0,+3 Laps,63
2018,5,Spanish Grand Prix,catalunya,vandoorne,mclaren,11,15,0.0,Gearbox,45
2018,5,Spanish Grand Prix,catalunya,ocon,force_india,13,16,0.0,Oil leak,38
2018,5,Spanish Grand Prix,catalunya,raikkonen,ferrari,4,17,0.0,Turbo,25
2018,5,Spanish Grand Prix,catalunya,grosjean,haas,10,18,0.0,Collision,0
2018,5,Spanish Grand Prix,catalunya,gasly,toro_rosso,12,19,0.0,Collision,0
2018,5,Spanish Grand Prix,catalunya,hulkenberg,renault,16,20,0.0,Collision,0
2019,1,Australian Grand Prix,albert_park,bottas,mercedes,2,1,26.0,Finished,58
2019,1,Australian Grand Prix,albert_park,hamilton,mercedes,1,2,18.0,Finished,58
2019,1,Australian Grand Prix,albert_park,max_verstappen,red_bull,4,3,15.0,Finished,58
2019,1,Australian Grand Prix,albert_park,vettel,ferrari,3,4,12.0,Finished,58
2019,1,Australian Grand Prix,albert_park,leclerc,ferrari,5,5,10.0,Finished,58
2019,1,Australian Grand Prix,albert_park,kevin_magnussen,haas,7,6,8.0,Finished,58
2019,1,Australian Grand Prix,albert_park,hulkenberg,renault,11,7,6.0,+1 Lap,57
2019,1,Australian Grand Prix,albert_park,raikkonen,alfa,9,8,4.0,+1 Lap,57
2019,1,Australian Grand Prix,albert_park,stroll,racing_point,16,9,2.0,+1 Lap,57
2019,1,Australian Grand Prix,albert_park,kvyat,toro_rosso,15,10,1.0,+1 Lap,57
2019,1,Australian Grand Prix,albert_park,gasly,red_bull,17,11,0.0,+1 Lap,57
2019,1,Australian Grand Prix,albert_park,norris,mclaren,8,12,0.0,+1 Lap,57
2019,1,Australian Grand Prix,albert_park,perez,racing_point,10,13,0.0,+1 Lap,57
2019,1,Australian Grand Prix,albert_park,albon,toro_rosso,13,14,0.0,+1 Lap,57
2019,1,Australian Grand Prix,albert_park,giovinazzi,alfa,14,15,0.0,+1 Lap,57
2019,1,Australian Grand Prix,albert_park,russell,williams,19,16,0.0,+2 Laps,56
2019,1,Australian Grand Prix,albert_park,kubica,williams,20,17,0.0,+3 Laps,55
2019,1,Australian Grand Prix,albert_park,grosjean,haas,6,18,0.0,Wheel,29
2019,1,Australian Grand Prix,albert_park,ricciardo,renault,12,19,0.0,Damage,28
2019,1,Australian Grand Prix,albert_park,sainz,mclaren,18,20,0.0,Engine,9
2019,2,Bahrain Grand Prix,bahrain,hamilton,mercedes,3,1,25.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,bottas,mercedes,4,2,18.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,leclerc,ferrari,1,3,16.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,max_verstappen,red_bull,5,4,12.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,vettel,ferrari,2,5,10.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,norris,mclaren,9,6,8.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,raikkonen,alfa,8,7,6.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,gasly,red_bull,13,8,4.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,albon,toro_rosso,12,9,2.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,perez,racing_point,14,10,1.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,giovinazzi,alfa,16,11,0.0,Finished,57
2019,2,Bahrain Grand Prix,bahrain,kvyat,toro_rosso,15,12,0.0,+1 Lap,56
2019,2,Bahrain Grand Prix,bahrain,kevin_magnussen,haas,6,13,0.0,+1 Lap,56
2019,2,Bahrain Grand Prix,bahrain,stroll,racing_point,18,14,0.0,+1 Lap,56
2019,2,Bahrain Grand Prix,bahrain,russell,williams,19,15,0.0,+1 Lap,56
2019,2,Bahrain Grand Prix,bahrain,kubica,williams,20,16,0.0,+2 Laps,55
2019,2,Bahrain Grand Prix,bahrain,hulkenberg,renault,17,17,0.0,Engine,53
2019,2,Bahrain Grand Prix,bahrain,ricciardo,renault,10,18,0.0,Out of fuel,53
2019,2,Bahrain Grand Prix,bahrain,sainz,mclaren,7,19,0.0,Collision damage,53
2019,2,Bahrain Grand Prix,bahrain,grosjean,haas,11,20,0.0,Retired,16
2019,3,Chinese Grand Prix,shanghai,hamilton,mercedes,2,1,25.0,Finished,56
2019,3,Chinese Grand Prix,shanghai,bottas,mercedes,1,2,18.0,Finished,56
2019,3,Chinese Grand Prix,shanghai,vettel,ferrari,3,3,15.0,Finished,56
2019,3,Chinese Grand Prix,shanghai,max_verstappen,red_bull,5,4,12.0,Finished,56
2019,3,Chinese Grand Prix,shanghai,leclerc,ferrari,4,5,10.0,Finished,56
2019,3,Chinese Grand Prix,shanghai,gasly,red_bull,6,6,9.0,Finished,56
2019,3,Chinese Grand Prix,shanghai,ricciardo,renault,7,7,6.0,+1 Lap,55
2019,3,Chinese Grand Prix,shanghai,perez,racing_point,12,8,4.0,+1 Lap,55
2019,3,Chinese Grand Prix,shanghai,raikkonen,alfa,13,9,2.0,+1 Lap,55
2019,3,Chinese Grand Prix,shanghai,albon,toro_rosso,0,10,1.0,+1 Lap,55
2019,3,Chinese Grand Prix,shanghai,grosjean,haas,10,11,0.0,+1 Lap,55
2019,3,Chinese Grand Prix,shanghai,stroll,racing_point,16,12,0.0,+1 Lap,55
2019,3,Chinese Grand Prix,shanghai,kevin_magnussen,haas,9,13,0.0,+1 Lap,55
2019,3,Chinese Grand Prix,shanghai,sainz,mclaren,14,14,0.0,+1 Lap,55
2019,3,Chinese Grand Prix,shanghai,giovinazzi,alfa,19,15,0.0,+1 Lap,55
2019,3,Chinese Grand Prix,shanghai,russell,williams,17,16,0.0,+2 Laps,54
2019,3,Chinese Grand Prix,shanghai,kubica,williams,18,17,0.0,+2 Laps,54
2019,3,Chinese Grand Prix,shanghai,norris,mclaren,15,18,0.0,Collision,50
2019,3,Chinese Grand Prix,shanghai,kvyat,toro_rosso,11,19,0.0,Collision,41
2019,3,Chinese Grand Prix,shanghai,hulkenberg,renault,8,20,0.0,Power Unit,16
2019,4,Azerbaijan Grand Prix,baku,bottas,mercedes,1,1,25.0,Finished,51
2019,4,Azerbaijan Grand Prix,baku,hamilton,mercedes,2,2,18.0,Finished,51
2019,4,Azerbaijan Grand Prix,baku,vettel,ferrari,3,3,15.0,Finished,51
2019,4,Azerbaijan Grand Prix,baku,max_verstappen,red_bull,4,4,12.0,Finished,51
2019,4,Azerbaijan Grand Prix,baku,leclerc,ferrari,8,5,11.0,Finished,51
2019,4,Azerbaijan Grand Prix,baku,perez,racing_point,5,6,8.0,Finished,51
2019,4,Azerbaijan Grand Prix,baku,sainz,mclaren,9,7,6.0,Finished,51
2019,4,Azerbaijan Grand Prix,baku,norris,mclaren,7,8,4.0,Finished,51
2019,4,Azerbaijan Grand Prix,baku,stroll,racing_point,13,9,2.0,Finished,51
2019,4,Azerbaijan Grand Prix,baku,raikkonen,alfa,0,10,1.0,+1 Lap,50
2019,4,Azerbaijan Grand Prix,baku,albon,toro_rosso,11,11,0.0,+1 Lap,50
2019,4,Azerbaijan Grand Prix,baku,giovinazzi,alfa,17,12,0.0,+1 Lap,50
2019,4,Azerbaijan Grand Prix,baku,kevin_magnussen,haas,12,13,0.0,+1 Lap,50
2019,4,Azerbaijan Grand Prix,baku,hulkenberg,renault,15,14,0.0,+1 Lap,50
2019,4,Azerbaijan Grand Prix,baku,russell,williams,16,15,0.0,+2 Laps,49
2019,4,Azerbaijan Grand Prix,baku,kubica,williams,0,16,0.0,+2 Laps,49
2019,4,Azerbaijan Grand Prix,baku,gasly,red_bull,0,17,0.0,Transmission,38
2019,4,Azerbaijan Grand Prix,baku,grosjean,haas,14,18,0.0,Brakes,38
2019,4,Azerbaijan Grand Prix,baku,kvyat,toro_rosso,6,19,0.0,Collision,33
2019,4,Azerbaijan Grand Prix,baku,ricciardo,renault,10,20,0.0,Collision,31
2019,5,Spanish Grand Prix,catalunya,hamilton,mercedes,2,1,26.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,bottas,mercedes,1,2,18.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,max_verstappen,red_bull,4,3,15.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,vettel,ferrari,3,4,12.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,leclerc,ferrari,5,5,10.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,gasly,red_bull,6,6,8.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,kevin_magnussen,haas,8,7,6.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,sainz,mclaren,12,8,4.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,kvyat,toro_rosso,9,9,2.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,grosjean,haas,7,10,1.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,albon,toro_rosso,11,11,0.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,ricciardo,renault,13,12,0.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,hulkenberg,renault,0,13,0.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,raikkonen,alfa,14,14,0.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,perez,racing_point,15,15,0.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,giovinazzi,alfa,18,16,0.0,Finished,66
2019,5,Spanish Grand Prix,catalunya,russell,williams,19,17,0.0,+1 Lap,65
2019,5,Spanish Grand Prix,catalunya,kubica,williams,17,18,0.0,+1 Lap,65
2019,5,Spanish Grand Prix,catalunya,stroll,racing_point,16,19,0.0,Collision,44
2019,5,Spanish Grand Prix,catalunya,norris,mclaren,10,20,0.0,Collision,44
2020,1,Austrian Grand Prix,red_bull_ring,bottas,mercedes,1,1,25.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,leclerc,ferrari,7,2,18.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,norris,mclaren,3,3,16.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,hamilton,mercedes,5,4,12.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,sainz,mclaren,8,5,10.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,perez,racing_point,6,6,8.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,gasly,alphatauri,12,7,6.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,ocon,renault,14,8,4.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,giovinazzi,alfa,18,9,2.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,vettel,ferrari,11,10,1.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,latifi,williams,20,11,0.0,Finished,71
2020,1,Austrian Grand Prix,red_bull_ring,kvyat,alphatauri,13,12,0.0,Suspension,69
2020,1,Austrian Grand Prix,red_bull_ring,albon,red_bull,4,13,0.0,Electronics,67
2020,1,Austrian Grand Prix,red_bull_ring,raikkonen,alfa,19,14,0.0,Wheel,53
2020,1,Austrian Grand Prix,red_bull_ring,russell,williams,17,15,0.0,Fuel pressure,49
2020,1,Austrian Grand Prix,red_bull_ring,grosjean,haas,15,16,0.0,Brakes,49
2020,1,Austrian Grand Prix,red_bull_ring,kevin_magnussen,haas,16,17,0.0,Brakes,24
2020,1,Austrian Grand Prix,red_bull_ring,stroll,racing_point,9,18,0.0,Engine,20
2020,1,Austrian Grand Prix,red_bull_ring,ricciardo,renault,10,19,0.0,Overheating,17
2020,1,Austrian Grand Prix,red_bull_ring,max_verstappen,red_bull,2,20,0.0,Electronics,11
2020,2,Styrian Grand Prix,red_bull_ring,hamilton,mercedes,1,1,25.0,Finished,71
2020,2,Styrian Grand Prix,red_bull_ring,bottas,mercedes,4,2,18.0,Finished,71
2020,2,Styrian Grand Prix,red_bull_ring,max_verstappen,red_bull,2,3,15.0,Finished,71
2020,2,Styrian Grand Prix,red_bull_ring,albon,red_bull,6,4,12.0,Finished,71
2020,2,Styrian Grand Prix,red_bull_ring,norris,mclaren,9,5,10.0,Finished,71
2020,2,Styrian Grand Prix,red_bull_ring,perez,racing_point,17,6,8.0,Finished,71
2020,2,Styrian Grand Prix,red_bull_ring,stroll,racing_point,12,7,6.0,Finished,71
2020,2,Styrian Grand Prix,red_bull_ring,ricciardo,renault,8,8,4.0,Finished,71
2020,2,Styrian Grand Prix,red_bull_ring,sainz,mclaren,3,9,3.0,+1 Lap,70
2020,2,Styrian Grand Prix,red_bull_ring,kvyat,alphatauri,13,10,1.0,+1 Lap,70
2020,2,Styrian Grand Prix,red_bull_ring,raikkonen,alfa,16,11,0.0,+1 Lap,70
2020,2,Styrian Grand Prix,red_bull_ring,kevin_magnussen,haas,15,12,0.0,+1 Lap,70
2020,2,Styrian Grand Prix,red_bull_ring,grosjean,haas,0,13,0.0,+1 Lap,70
2020,2,Styrian Grand Prix,red_bull_ring,giovinazzi,alfa,19,14,0.0,+1 Lap,70
2020,2,Styrian Grand Prix,red_bull_ring,gasly,alphatauri,7,15,0.0,+1 Lap,70
2020,2,Styrian Grand Prix,red_bull_ring,russell,williams,11,16,0.0,+2 Laps,69
2020,2,Styrian Grand Prix,red_bull_ring,latifi,williams,18,17,0.0,+2 Laps,69
2020,2,Styrian Grand Prix,red_bull_ring,ocon,renault,5,18,0.0,Overheating,25
2020,2,Styrian Grand Prix,red_bull_ring,leclerc,ferrari,14,19,0.0,Collision damage,4
2020,2,Styrian Grand Prix,red_bull_ring,vettel,ferrari,10,20,0.0,Collision damage,1
2020,3,Hungarian Grand Prix,hungaroring,hamilton,mercedes,1,1,26.0,Finished,70
2020,3,Hungarian Grand Prix,hungaroring,max_verstappen,red_bull,7,2,18.0,Finished,70
2020,3,Hungarian Grand Prix,hungaroring,bottas,mercedes,2,3,15.0,Finished,70
2020,3,Hungarian Grand Prix,hungaroring,stroll,racing_point,3,4,12.0,Finished,70
2020,3,Hungarian Grand Prix,hungaroring,albon,red_bull,13,5,10.0,Finished,70
2020,3,Hungarian Grand Prix,hungaroring,vettel,ferrari,5,6,8.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,perez,racing_point,4,7,6.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,ricciardo,renault,11,8,4.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,sainz,mclaren,9,9,2.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,kevin_magnussen,haas,0,10,1.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,leclerc,ferrari,6,11,0.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,kvyat,alphatauri,17,12,0.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,norris,mclaren,8,13,0.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,ocon,renault,14,14,0.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,raikkonen,alfa,20,15,0.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,grosjean,haas,0,16,0.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,giovinazzi,alfa,19,17,0.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,russell,williams,12,18,0.0,+1 Lap,69
2020,3,Hungarian Grand Prix,hungaroring,latifi,williams,15,19,0.0,+5 Laps,65
2020,3,Hungarian Grand Prix,hungaroring,gasly,alphatauri,10,20,0.0,Engine,15
2020,4,British Grand Prix,silverstone,hamilton,mercedes,1,1,25.0,Finished,52
2020,4,British Grand Prix,silverstone,max_verstappen,red_bull,3,2,19.0,Finished,52
2020,4,British Grand Prix,silverstone,leclerc,ferrari,4,3,15.0,Finished,52
2020,4,British Grand Prix,silverstone,ricciardo,renault,8,4,12.0,Finished,52
2020,4,British Grand Prix,silverstone,norris,mclaren,5,5,10.0,Finished,52
2020,4,British Grand Prix,silverstone,ocon,renault,9,6,8.0,Finished,52
2020,4,British Grand Prix,silverstone,gasly,alphatauri,11,7,6.0,Finished,52
2020,4,British Grand Prix,silverstone,albon,red_bull,12,8,4.0,Finished,52
2020,4,British Grand Prix,silverstone,stroll,racing_point,6,9,2.0,Finished,52
2020,4,British Grand Prix,silverstone,vettel,ferrari,10,10,1.0,Finished,52
2020,4,British Grand Prix,silverstone,bottas,mercedes,2,11,0.0,Finished,52
2020,4,British Grand Prix,silverstone,russell,williams,20,12,0.0,Finished,52
2020,4,British Grand Prix,silverstone,sainz,mclaren,7,13,0.0,Finished,52
2020,4,British Grand Prix,silverstone,giovinazzi,alfa,15,14,0.0,Finished,52
2020,4,British Grand Prix,silverstone,latifi,williams,18,15,0.0,Finished,52
2020,4,British Grand Prix,silverstone,grosjean,haas,17,16,0.0,Finished,52
2020,4,British Grand Prix,silverstone,raikkonen,alfa,16,17,0.0,+1 Lap,51
2020,4,British Grand Prix,silverstone,kvyat,alphatauri,19,18,0.0,Accident,11
2020,4,British Grand Prix,silverstone,kevin_magnussen,haas,14,19,0.0,Collision,1
2020,4,British Grand Prix,silverstone,hulkenberg,racing_point,13,20,0.0,Power Unit,0
2020,5,70th Anniversary Grand Prix,silverstone,max_verstappen,red_bull,4,1,25.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,hamilton,mercedes,2,2,19.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,bottas,mercedes,1,3,15.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,leclerc,ferrari,8,4,12.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,albon,red_bull,9,5,10.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,stroll,racing_point,6,6,8.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,hulkenberg,racing_point,3,7,6.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,ocon,renault,14,8,4.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,norris,mclaren,10,9,2.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,kvyat,alphatauri,16,10,1.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,gasly,alphatauri,7,11,0.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,vettel,ferrari,11,12,0.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,sainz,mclaren,12,13,0.0,Finished,52
2020,5,70th Anniversary Grand Prix,silverstone,ricciardo,renault,5,14,0.0,+1 Lap,51
2020,5,70th Anniversary Grand Prix,silverstone,raikkonen,alfa,20,15,0.0,+1 Lap,51
2020,5,70th Anniversary Grand Prix,silverstone,grosjean,haas,13,16,0.0,+1 Lap,51
2020,5,70th Anniversary Grand Prix,silverstone,giovinazzi,alfa,19,17,0.0,+1 Lap,51
2020,5,70th Anniversary Grand Prix,silverstone,russell,williams,15,18,0.0,+1 Lap,51
2020,5,70th Anniversary Grand Prix,silverstone,latifi,williams,18,19,0.0,+1 Lap,51
2020,5,70th Anniversary Grand Prix,silverstone,kevin_magnussen,haas,17,20,0.0,Retired,43
2021,1,Bahrain Grand Prix,bahrain,hamilton,mercedes,2,1,25.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,max_verstappen,red_bull,1,2,18.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,bottas,mercedes,3,3,16.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,norris,mclaren,7,4,12.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,perez,red_bull,0,5,10.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,leclerc,ferrari,4,6,8.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,ricciardo,mclaren,6,7,6.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,sainz,ferrari,8,8,4.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,tsunoda,alphatauri,13,9,2.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,stroll,aston_martin,10,10,1.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,raikkonen,alfa,14,11,0.0,Finished,56
2021,1,Bahrain Grand Prix,bahrain,giovinazzi,alfa,12,12,0.0,+1 Lap,55
2021,1,Bahrain Grand Prix,bahrain,ocon,alpine,16,13,0.0,+1 Lap,55
2021,1,Bahrain Grand Prix,bahrain,russell,williams,15,14,0.0,+1 Lap,55
2021,1,Bahrain Grand Prix,bahrain,vettel,aston_martin,20,15,0.0,+1 Lap,55
2021,1,Bahrain Grand Prix,bahrain,mick_schumacher,haas,18,16,0.0,+1 Lap,55
2021,1,Bahrain Grand Prix,bahrain,gasly,alphatauri,5,17,0.0,Retired,52
2021,1,Bahrain Grand Prix,bahrain,latifi,williams,17,18,0.0,Retired,51
2021,1,Bahrain Grand Prix,bahrain,alonso,alpine,9,19,0.0,Brakes,32
2021,1,Bahrain Grand Prix,bahrain,mazepin,haas,19,20,0.0,Accident,0
2021,2,Emilia Romagna Grand Prix,imola,max_verstappen,red_bull,3,1,25.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,hamilton,mercedes,1,2,19.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,norris,mclaren,7,3,15.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,leclerc,ferrari,4,4,12.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,sainz,ferrari,11,5,10.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,ricciardo,mclaren,6,6,8.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,gasly,alphatauri,5,7,6.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,stroll,aston_martin,10,8,4.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,ocon,alpine,9,9,2.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,alonso,alpine,15,10,1.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,perez,red_bull,2,11,0.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,tsunoda,alphatauri,20,12,0.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,raikkonen,alfa,16,13,0.0,Finished,63
2021,2,Emilia Romagna Grand Prix,imola,giovinazzi,alfa,17,14,0.0,+1 Lap,62
2021,2,Emilia Romagna Grand Prix,imola,vettel,aston_martin,0,15,0.0,Gearbox,61
2021,2,Emilia Romagna Grand Prix,imola,mick_schumacher,haas,18,16,0.0,+2 Laps,61
2021,2,Emilia Romagna Grand Prix,imola,mazepin,haas,19,17,0.0,+2 Laps,61
2021,2,Emilia Romagna Grand Prix,imola,bottas,mercedes,8,18,0.0,Collision,30
2021,2,Emilia Romagna Grand Prix,imola,russell,williams,12,19,0.0,Collision,30
2021,2,Emilia Romagna Grand Prix,imola,latifi,williams,14,20,0.0,Collision,0
2021,3,Portuguese Grand Prix,portimao,hamilton,mercedes,2,1,25.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,max_verstappen,red_bull,3,2,18.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,bottas,mercedes,1,3,16.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,perez,red_bull,4,4,12.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,norris,mclaren,7,5,10.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,leclerc,ferrari,8,6,8.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,ocon,alpine,6,7,6.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,alonso,alpine,13,8,4.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,ricciardo,mclaren,16,9,2.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,gasly,alphatauri,9,10,1.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,sainz,ferrari,5,11,0.0,Finished,66
2021,3,Portuguese Grand Prix,portimao,giovinazzi,alfa,12,12,0.0,+1 Lap,65
2021,3,Portuguese Grand Prix,portimao,vettel,aston_martin,10,13,0.0,+1 Lap,65
2021,3,Portuguese Grand Prix,portimao,stroll,aston_martin,17,14,0.0,+1 Lap,65
2021,3,Portuguese Grand Prix,portimao,tsunoda,alphatauri,14,15,0.0,+1 Lap,65
2021,3,Portuguese Grand Prix,portimao,russell,williams,11,16,0.0,+1 Lap,65
2021,3,Portuguese Grand Prix,portimao,mick_schumacher,haas,19,17,0.0,+2 Laps,64
2021,3,Portuguese Grand Prix,portimao,latifi,williams,18,18,0.0,+2 Laps,64
2021,3,Portuguese Grand Prix,portimao,mazepin,haas,20,19,0.0,+2 Laps,64
2021,3,Portuguese Grand Prix,portimao,raikkonen,alfa,15,20,0.0,Collision damage,1
2021,4,Spanish Grand Prix,catalunya,hamilton,mercedes,1,1,25.0,Finished,66
2021,4,Spanish Grand Prix,catalunya,max_verstappen,red_bull,2,2,19.0,Finished,66
2021,4,Spanish Grand Prix,catalunya,bottas,mercedes,3,3,15.0,Finished,66
2021,4,Spanish Grand Prix,catalunya,leclerc,ferrari,4,4,12.0,Finished,66
2021,4,Spanish Grand Prix,catalunya,perez,red_bull,8,5,10.0,Finished,66
2021,4,Spanish Grand Prix,catalunya,ricciardo,mclaren,7,6,8.0,Finished,66
2021,4,Spanish Grand Prix,catalunya,sainz,ferrari,6,7,6.0,Finished,66
2021,4,Spanish Grand Prix,catalunya,norris,mclaren,9,8,4.0,+1 Lap,65
2021,4,Spanish Grand Prix,catalunya,ocon,alpine,5,9,2.0,+1 Lap,65
2021,4,Spanish Grand Prix,catalunya,gasly,alphatauri,12,10,1.0,+1 Lap,65
2021,4,Spanish Grand Prix,catalunya,stroll,aston_martin,11,11,0.0,+1 Lap,65
2021,4,Spanish Grand Prix,catalunya,raikkonen,alfa,17,12,0.0,+1 Lap,65
2021,4,Spanish Grand Prix,catalunya,vettel,aston_martin,13,13,0.0,+1 Lap,65
2021,4,Spanish Grand Prix,catalunya,russell,williams,15,14,0.0,+1 Lap,65
2021,4,Spanish Grand Prix,catalunya,giovinazzi,alfa,14,15,0.0,+1 Lap,65
2021,4,Spanish Grand Prix,catalunya,latifi,williams,19,16,0.0,+1 Lap,65
2021,4,Spanish Grand Prix,catalunya,alonso,alpine,10,17,0.0,+1 Lap,65
2021,4,Spanish Grand Prix,catalunya,mick_schumacher,haas,18,18,0.0,+2 Laps,64
2021,4,Spanish Grand Prix,catalunya,mazepin,haas,20,19,0.0,+2 Laps,64
2021,4,Spanish Grand Prix,catalunya,tsunoda,alphatauri,16,20,0.0,Electrical,6
2021,5,Monaco Grand Prix,monaco,max_verstappen,red_bull,2,1,25.0,Finished,78
2021,5,Monaco Grand Prix,monaco,sainz,ferrari,4,2,18.0,Finished,78
2021,5,Monaco Grand Prix,monaco,norris,mclaren,5,3,15.0,Finished,78
2021,5,Monaco Grand Prix,monaco,perez,red_bull,9,4,12.0,Finished,78
